現金,1
小口現金,1
当座預金,1
普通預金,1
売掛金,1
商品,1
貯蔵品,1
前払費用,1
前払金,1
短期貸付金,1
立替金,1
仮払金,1
仮払消費税,1
建物,1
建物付属設備,1
構築物,1
車両運搬具,1
工具器具備品,1
土地,1
減価償却累計,1
ソフトウエア,1
敷金,1
買掛金,2
短期借入金,2
未払金,2
前受金,2
仮受金,2
仮受消費税,2
預り金,2
未払法人税等,2
長期借入金,2
資本金,3
売上高,4
受取利息,4
雑収入,4
仕入高,5
外注費,5
役員報酬,5
給与手当,5
賞与,5
雑給,5
法定福利費,5
福利厚生費,5
消耗品費,5
事務用品費,5
地代家賃,5
賃借料,5
保険料,5
修繕費,5
租税公課,5
減価償却費,5
旅費交通費,5
通信費,5
水道光熱費,5
支払手数料,5
荷造包装費,5
運賃,5
広告宣伝費,5
接待交際費,5
会議費,5
新聞図書費,5
雑費,5
支払利息割引料,5
雑損失,5
